Date,Value,Open,High,Low,Vol.,Change %
05/24/2021,1881.07,1882.34,1887.44,1875.19,,0.04%
05/21/2021,1880.30,1876.84,1889.85,1870.01,,0.19%
05/20/2021,1876.69,1869.74,1884.12,1863.53,,0.38%
05/19/2021,1869.57,1869.59,1890.15,1851.94,,0.07%
05/18/2021,1868.22,1866.59,1875.40,1862.94,,0.11%
05/17/2021,1866.13,1843.84,1868.80,1841.24,,1.30%
05/14/2021,1842.19,1826.49,1845.55,1819.79,,0.86%
05/13/2021,1826.57,1815.90,1828.81,1808.78,,0.61%
05/12/2021,1815.44,1837.40,1843.69,1813.00,,-1.17%
05/11/2021,1836.94,1834.58,1842.32,1817.68,,0.08%
05/10/2021,1835.44,1833.24,1845.53,1830.09,,0.27%
05/07/2021,1830.48,1815.48,1843.45,1812.90,,0.84%
05/06/2021,1815.18,1787.09,1818.21,1781.67,,1.61%
05/05/2021,1786.44,1778.91,1788.35,1769.95,,0.45%
05/04/2021,1778.48,1792.29,1799.38,1770.84,,-0.77%
05/03/2021,1792.36,1768.49,1798.22,1765.91,,1.34%
04/30/2021,1768.59,1772.90,1773.98,1763.73,,-0.15%
04/29/2021,1771.24,1780.90,1790.43,1756.19,,-0.57%
04/28/2021,1781.32,1776.80,1782.85,1762.56,,0.26%
04/27/2021,1776.69,1780.42,1785.90,1773.52,,-0.20%
04/26/2021,1780.19,1776.34,1783.69,1768.70,,0.17%
04/23/2021,1777.18,1784.33,1796.06,1770.05,,-0.38%
04/22/2021,1783.94,1794.15,1798.29,1776.83,,-0.53%
04/21/2021,1793.46,1778.64,1797.98,1775.95,,0.91%
04/20/2021,1777.25,1770.30,1780.77,1763.18,,0.45%
04/19/2021,1769.31,1779.50,1790.54,1765.98,,-0.39%
04/16/2021,1776.31,1763.84,1784.07,1759.79,,0.74%
04/15/2021,1763.21,1737.10,1769.91,1734.10,,1.57%
04/14/2021,1736.00,1744.30,1749.58,1732.13,,-0.45%
04/13/2021,1743.83,1732.59,1749.23,1723.27,,0.65%
04/12/2021,1732.51,1743.80,1745.36,1727.18,,-0.61%
04/09/2021,1743.10,1756.54,1757.47,1731.09,,-0.73%
04/08/2021,1755.94,1737.84,1759.13,1732.99,,1.07%
04/07/2021,1737.28,1742.96,1744.57,1730.13,,-0.36%
04/06/2021,1743.57,1728.49,1745.68,1726.82,,0.88%
04/05/2021,1728.44,1728.74,1733.75,1721.22,,-0.02%
04/02/2021,1728.84,1730.47,1732.55,1728.67,,-0.08%
04/01/2021,1730.18,1708.09,1730.80,1705.42,,1.36%
03/31/2021,1707.01,1685.59,1715.28,1677.93,,1.32%
03/30/2021,1684.80,1712.55,1714.74,1678.85,,-1.59%
03/29/2021,1711.99,1732.15,1733.34,1705.58,,-1.15%
03/26/2021,1731.97,1727.30,1737.01,1721.23,,0.30%
03/25/2021,1726.82,1735.65,1745.95,1721.84,,-0.42%
03/24/2021,1734.19,1727.80,1738.56,1723.85,,0.41%
03/23/2021,1727.11,1739.05,1742.85,1724.42,,-0.67%
03/22/2021,1738.69,1745.74,1747.18,1727.40,,-0.35%
03/19/2021,1744.74,1735.90,1746.88,1728.04,,0.48%
03/18/2021,1736.41,1745.09,1755.59,1719.05,,-0.46%
03/17/2021,1744.44,1730.61,1751.81,1724.14,,0.78%
03/16/2021,1730.94,1730.57,1741.40,1725.80,,-0.05%
03/15/2021,1731.84,1727.74,1734.99,1721.31,,0.31%
03/12/2021,1726.41,1721.59,1728.42,1698.85,,0.29%
03/11/2021,1721.41,1726.55,1739.99,1719.38,,-0.27%
03/10/2021,1726.05,1715.94,1726.76,1707.99,,0.62%
03/09/2021,1715.36,1682.55,1720.83,1679.80,,2.03%
03/08/2021,1681.24,1702.80,1714.45,1676.70,,-1.15%
03/05/2021,1700.86,1698.59,1707.76,1687.12,,0.22%
03/04/2021,1697.19,1711.84,1723.34,1690.64,,-0.80%
03/03/2021,1710.95,1738.59,1740.85,1701.94,,-1.56%
03/02/2021,1738.09,1724.10,1738.89,1707.18,,0.83%
03/01/2021,1723.84,1733.40,1760.02,1719.52,,-0.56%
02/26/2021,1733.49,1770.49,1776.10,1717.26,,-2.06%
02/25/2021,1769.88,1804.80,1806.06,1765.44,,-1.91%
02/24/2021,1804.36,1805.34,1813.99,1783.30,,-0.04%
02/23/2021,1805.06,1809.09,1816.27,1795.78,,-0.20%
02/22/2021,1808.66,1782.24,1812.76,1780.46,,1.48%
02/19/2021,1782.31,1776.19,1791.70,1760.13,,0.38%
02/18/2021,1775.49,1776.69,1789.88,1767.98,,-0.04%
02/17/2021,1776.26,1794.65,1795.45,1769.27,,-1.01%
02/16/2021,1794.31,1819.34,1826.75,1789.19,,-1.33%
02/15/2021,1818.51,1825.34,1827.59,1815.71,,-0.27%
02/12/2021,1823.46,1825.90,1830.80,1810.33,,-0.10%
02/11/2021,1825.36,1842.65,1847.95,1820.63,,-0.91%
02/10/2021,1842.22,1837.55,1855.70,1833.91,,0.28%
02/09/2021,1837.06,1830.59,1849.15,1828.63,,0.38%
02/08/2021,1830.16,1815.44,1839.15,1807.48,,1.02%
02/05/2021,1811.62,1792.49,1815.32,1791.80,,1.08%
02/04/2021,1792.26,1834.34,1835.13,1785.15,,-2.26%
02/03/2021,1833.76,1837.49,1845.29,1829.49,,-0.20%
02/02/2021,1837.35,1860.84,1864.26,1829.46,,-1.23%
02/01/2021,1860.16,1863.05,1871.84,1849.04,,0.76%
01/29/2021,1846.09,1840.90,1876.03,1839.56,,0.31%
01/28/2021,1840.36,1844.34,1864.26,1833.81,,-0.20%
01/27/2021,1843.99,1850.65,1853.58,1831.29,,-0.34%
01/26/2021,1850.31,1855.55,1861.86,1848.36,,-0.25%
01/25/2021,1854.99,1855.75,1868.45,1847.30,,0.13%
01/22/2021,1852.55,1870.09,1871.17,1837.09,,-0.93%
01/21/2021,1869.91,1871.07,1875.45,1858.16,,-0.05%
01/20/2021,1870.91,1840.05,1872.03,1832.46,,1.72%
01/19/2021,1839.34,1838.09,1845.98,1833.06,,0.13%
01/18/2021,1836.89,1828.94,1840.95,1810.46,,0.56%
01/15/2021,1826.59,1846.80,1856.85,1823.21,,-1.07%
01/14/2021,1846.37,1843.94,1857.59,1833.21,,0.16%
01/13/2021,1843.41,1856.19,1863.26,1843.34,,-0.66%
01/12/2021,1855.63,1845.34,1864.08,1837.41,,0.59%
01/11/2021,1844.66,1849.34,1857.05,1817.14,,-0.19%
01/08/2021,1848.26,1912.90,1917.85,1828.74,,-3.36%
01/07/2021,1912.50,1919.40,1927.97,1906.86,,-0.33%
01/06/2021,1918.81,1950.30,1959.60,1901.11,,-1.57%
01/05/2021,1949.35,1942.65,1953.17,1934.08,,0.36%
01/04/2021,1942.28,1906.05,1944.65,1905.36,,2.33%
01/01/2021,1898.10,1897.69,1899.12,1897.39,,0.09%
12/31/2020,1896.49,1893.55,1901.26,1884.77,,0.16%
12/30/2020,1893.37,1878.34,1894.06,1875.66,,0.82%
12/29/2020,1877.99,1872.24,1886.91,1870.99,,0.36%
12/28/2020,1871.19,1885.93,1900.53,1869.21,,-0.25%
12/25/2020,1875.82,1877.07,1877.07,1877.07,,-0.04%
12/24/2020,1876.56,1872.74,1882.55,1869.52,,0.24%
12/23/2020,1872.08,1859.99,1878.59,1858.59,,0.67%
12/22/2020,1859.56,1876.65,1884.61,1858.73,,-0.89%
12/21/2020,1876.21,1883.20,1906.93,1856.69,,-0.24%
12/18/2020,1880.66,1885.80,1889.88,1876.97,,-0.28%
12/17/2020,1885.87,1864.26,1896.26,1861.83,,1.17%
12/16/2020,1864.15,1853.94,1866.20,1844.75,,0.58%
12/15/2020,1853.46,1827.80,1855.76,1825.29,,1.44%
12/14/2020,1827.17,1839.30,1839.86,1819.92,,-0.64%
12/11/2020,1839.03,1835.55,1847.89,1824.23,,0.20%
12/10/2020,1835.31,1839.59,1850.40,1828.48,,-0.21%
12/09/2020,1839.11,1871.19,1871.37,1825.71,,-1.72%
12/08/2020,1871.36,1863.55,1875.79,1859.83,,0.41%
12/07/2020,1863.69,1837.99,1868.76,1822.99,,1.42%
12/04/2020,1837.61,1841.05,1848.26,1829.30,,-0.15%
12/03/2020,1840.36,1831.34,1844.45,1823.60,,0.51%
12/02/2020,1831.01,1815.19,1832.65,1806.99,,0.89%
12/01/2020,1814.87,1777.40,1817.55,1775.52,,2.13%
11/30/2020,1777.02,1789.05,1789.99,1764.69,,-0.62%
11/27/2020,1788.13,1811.09,1813.81,1773.93,,-1.24%
11/26/2020,1810.57,1805.74,1818.78,1805.31,,0.29%
11/25/2020,1805.30,1807.69,1817.98,1801.33,,-0.12%
11/24/2020,1807.51,1836.65,1839.26,1800.69,,-1.54%
11/23/2020,1835.85,1869.84,1876.72,1830.85,,-1.85%
11/20/2020,1870.49,1867.59,1879.98,1860.66,,0.17%
11/19/2020,1867.37,1871.44,1874.34,1852.48,,-0.22%
11/18/2020,1871.41,1878.60,1884.92,1863.94,,-0.38%
11/17/2020,1878.60,1889.15,1893.90,1877.69,,-0.52%
11/16/2020,1888.52,1888.74,1899.35,1864.74,,0.03%
11/13/2020,1888.04,1876.44,1897.16,1873.76,,0.65%
11/12/2020,1875.76,1865.30,1883.88,1862.46,,0.59%
11/11/2020,1864.71,1877.34,1884.93,1856.05,,-0.63%
11/10/2020,1876.50,1862.15,1890.60,1860.30,,0.79%
11/09/2020,1861.86,1954.65,1965.92,1850.36,,-4.59%
11/06/2020,1951.51,1949.24,1960.77,1935.40,,0.15%
11/05/2020,1948.56,1903.65,1952.95,1902.43,,2.38%
11/04/2020,1903.21,1908.59,1916.68,1883.15,,-0.27%
11/03/2020,1908.36,1895.80,1910.71,1886.81,,0.70%
11/02/2020,1895.10,1878.59,1896.12,1873.21,,0.91%
10/30/2020,1877.95,1868.24,1889.85,1864.64,,0.58%
10/29/2020,1867.13,1876.94,1885.42,1859.67,,-0.53%
10/28/2020,1877.06,1908.05,1911.03,1869.59,,-1.56%
10/27/2020,1906.83,1902.19,1911.34,1897.47,,0.27%
10/26/2020,1901.69,1902.34,1908.55,1890.90,,0.05%
10/23/2020,1900.79,1904.24,1914.30,1894.54,,-0.17%
10/22/2020,1904.04,1924.34,1926.00,1894.80,,-1.06%
10/21/2020,1924.49,1908.65,1931.41,1907.94,,0.95%
10/20/2020,1906.39,1904.24,1914.20,1894.74,,0.11%
10/19/2020,1904.27,1899.94,1918.59,1897.09,,0.28%
10/16/2020,1898.97,1907.95,1914.06,1897.59,,-0.46%
10/15/2020,1907.82,1900.31,1909.22,1889.46,,0.36%
10/14/2020,1900.89,1891.90,1913.03,1882.44,,0.53%
10/13/2020,1890.82,1922.42,1925.73,1886.59,,-1.62%
10/12/2020,1921.95,1930.50,1933.45,1918.19,,-0.39%
10/09/2020,1929.43,1894.19,1930.83,1893.32,,1.92%
10/08/2020,1893.09,1887.40,1900.73,1881.86,,0.31%
10/07/2020,1887.22,1878.84,1898.31,1873.05,,0.54%
10/06/2020,1877.13,1913.28,1921.10,1874.57,,-1.87%
10/05/2020,1912.90,1902.24,1918.74,1886.81,,0.75%
10/02/2020,1898.70,1905.65,1917.28,1889.57,,-0.33%
10/01/2020,1905.05,1885.80,1912.09,1884.48,,1.04%
09/30/2020,1885.44,1897.81,1902.39,1881.31,,-0.65%
09/29/2020,1897.69,1881.40,1899.24,1875.56,,0.90%
09/28/2020,1880.85,1859.00,1883.39,1849.19,,1.12%
09/25/2020,1860.05,1868.61,1875.28,1852.59,,-0.43%
09/24/2020,1868.04,1863.42,1877.30,1848.45,,0.24%
09/23/2020,1863.55,1900.20,1905.56,1855.77,,-1.88%
09/22/2020,1899.28,1912.80,1919.99,1894.93,,-0.69%
09/21/2020,1912.57,1949.55,1955.75,1883.21,,-1.90%
09/18/2020,1949.69,1943.87,1960.20,1941.79,,0.37%
09/17/2020,1942.60,1959.99,1963.48,1932.99,,-0.85%
09/16/2020,1959.32,1956.19,1973.63,1949.89,,0.19%
09/15/2020,1955.52,1957.31,1972.35,1948.64,,-0.04%
09/14/2020,1956.37,1941.05,1962.52,1937.46,,0.77%
09/11/2020,1941.50,1955.20,1957.95,1937.42,,-0.64%
09/10/2020,1954.07,1946.06,1966.50,1941.42,,0.38%
09/09/2020,1946.66,1932.26,1950.95,1920.20,,0.80%
09/08/2020,1931.26,1929.14,1940.80,1906.57,,0.11%
09/07/2020,1929.18,1930.35,1941.45,1924.43,,-0.19%
09/04/2020,1932.85,1931.51,1942.25,1916.64,,0.10%
09/03/2020,1930.85,1943.00,1951.15,1921.95,,-0.62%
09/02/2020,1942.98,1969.71,1974.41,1932.75,,-1.40%
09/01/2020,1970.49,1967.58,1992.26,1963.22,,0.02%
08/31/2020,1970.15,1965.39,1976.53,1954.55,,0.27%
08/28/2020,1964.89,1929.44,1973.81,1923.71,,1.85%
08/27/2020,1929.20,1953.35,1976.32,1909.96,,-1.27%
08/26/2020,1954.03,1928.66,1955.15,1902.81,,1.34%
08/25/2020,1928.19,1932.66,1937.55,1914.31,,-0.25%
08/24/2020,1933.09,1938.63,1962.04,1924.28,,-0.36%
08/21/2020,1940.16,1946.96,1956.37,1911.76,,-0.18%
08/20/2020,1943.60,1929.28,1955.99,1925.47,,0.71%
08/19/2020,1929.82,2001.22,2006.51,1924.63,,-3.57%
08/18/2020,2001.20,1985.47,2015.23,1977.56,,0.76%
08/17/2020,1986.20,1946.22,1990.91,1929.74,,2.16%
08/14/2020,1944.29,1953.98,1962.62,1932.46,,-0.50%
08/13/2020,1954.00,1920.87,1966.83,1913.42,,1.87%
08/12/2020,1918.07,1911.26,1949.26,1863.92,,0.34%
08/11/2020,1911.64,2027.11,2031.59,1901.57,,-5.73%
08/10/2020,2027.77,2033.71,2050.10,2019.42,,-0.36%
08/07/2020,2035.03,2064.52,2072.90,2015.48,,-1.39%
08/06/2020,2063.81,2040.03,2069.84,2034.83,,1.15%
08/05/2020,2040.40,2018.98,2056.10,2010.33,,1.08%
08/04/2020,2018.52,1976.45,2019.96,1968.38,,2.09%
08/03/2020,1977.25,1980.43,1985.22,1960.15,,0.07%
07/31/2020,1975.89,1960.96,1981.11,1955.99,,0.79%
07/30/2020,1960.50,1970.89,1972.25,1940.17,,-0.52%
07/29/2020,1970.73,1959.71,1980.67,1944.96,,0.57%
07/28/2020,1959.50,1942.22,1981.14,1907.69,,0.88%
07/27/2020,1942.42,1899.29,1945.71,1899.29,,2.15%
07/24/2020,1901.46,1886.83,1906.47,1881.58,,0.74%
07/23/2020,1887.44,1871.97,1898.49,1862.38,,0.82%
07/22/2020,1872.07,1841.89,1872.41,1840.25,,1.62%
07/21/2020,1842.22,1815.53,1843.75,1815.44,,1.44%
07/20/2020,1816.09,1809.28,1820.76,1805.70,,0.34%
07/17/2020,1809.90,1797.30,1812.59,1795.11,,0.72%
07/16/2020,1797.05,1811.72,1813.41,1795.10,,-0.82%
07/15/2020,1811.90,1808.14,1815.00,1802.91,,0.23%
07/14/2020,1807.78,1802.77,1810.94,1791.02,,0.24%
07/13/2020,1803.39,1798.69,1813.65,1797.94,,0.25%
07/10/2020,1798.89,1801.71,1810.94,1794.47,,-0.24%
07/09/2020,1803.19,1810.68,1815.99,1795.76,,-0.42%
07/08/2020,1810.78,1794.93,1818.37,1791.82,,0.86%
07/07/2020,1795.26,1784.57,1797.93,1774.37,,0.64%
07/06/2020,1783.90,1776.24,1786.98,1770.09,,0.50%
07/03/2020,1775.05,1774.03,1777.01,1772.03,,-0.06%
07/02/2020,1776.13,1769.60,1780.21,1757.85,,0.33%
07/01/2020,1770.32,1780.91,1789.27,1759.02,,-0.64%
06/30/2020,1781.66,1771.77,1786.46,1765.77,,0.53%
06/29/2020,1772.28,1773.27,1775.86,1766.07,,0.05%
06/26/2020,1771.47,1762.35,1772.36,1748.04,,0.55%
06/25/2020,1761.82,1759.76,1768.84,1755.23,,-0.03%
06/24/2020,1762.43,1769.09,1780.06,1761.09,,-0.29%
06/23/2020,1767.54,1756.03,1771.69,1747.90,,0.69%
06/22/2020,1755.44,1749.00,1763.82,1743.78,,0.68%
06/19/2020,1743.62,1723.16,1745.68,1721.36,,1.20%
06/18/2020,1722.99,1725.57,1736.87,1717.28,,-0.23%
06/17/2020,1727.04,1727.34,1730.62,1713.37,,-0.02%
06/16/2020,1727.46,1725.79,1733.06,1715.93,,0.11%
06/15/2020,1725.53,1732.35,1734.78,1704.76,,-0.30%
06/12/2020,1730.80,1728.32,1743.59,1723.12,,0.19%
06/11/2020,1727.51,1737.11,1744.72,1721.34,,-0.55%
06/10/2020,1737.10,1714.33,1740.29,1708.83,,1.31%
06/09/2020,1714.57,1700.25,1720.75,1691.92,,1.13%
06/08/2020,1695.47,1684.16,1701.27,1677.61,,0.57%
06/05/2020,1685.83,1711.20,1716.39,1670.75,,-1.52%
06/04/2020,1711.84,1699.11,1722.22,1697.40,,0.78%
06/03/2020,1698.63,1728.97,1732.92,1690.01,,-1.70%
06/02/2020,1727.97,1740.93,1745.54,1721.52,,-0.71%
06/01/2020,1740.34,1736.42,1744.52,1727.03,,0.70%
05/29/2020,1728.30,1721.70,1738.99,1713.79,,0.52%
05/28/2020,1719.40,1709.68,1727.69,1707.19,,0.59%
05/27/2020,1709.25,1712.03,1715.77,1693.60,,-0.19%
05/26/2020,1712.45,1729.65,1736.29,1708.31,,-0.99%
05/25/2020,1729.57,1734.73,1735.57,1720.47,,-0.37%
05/22/2020,1736.07,1725.26,1741.51,1724.29,,0.56%
05/21/2020,1726.34,1750.18,1750.64,1717.56,,-1.32%
05/20/2020,1749.50,1744.44,1754.08,1740.91,,0.25%
05/19/2020,1745.11,1733.37,1748.77,1725.83,,0.74%
05/18/2020,1732.32,1742.93,1764.81,1726.26,,-0.61%
05/15/2020,1743.00,1731.13,1753.25,1728.52,,0.71%
05/14/2020,1730.65,1715.01,1737.34,1710.39,,0.85%
05/13/2020,1715.99,1701.21,1718.33,1697.92,,0.78%
05/12/2020,1702.72,1696.25,1711.04,1692.28,,0.32%
05/11/2020,1697.35,1703.76,1713.67,1691.56,,-0.31%
05/08/2020,1702.65,1717.46,1724.56,1701.61,,-0.89%
05/07/2020,1717.94,1686.08,1722.02,1681.96,,1.90%
05/06/2020,1685.88,1705.77,1707.85,1681.34,,-1.25%
05/05/2020,1707.17,1701.78,1712.60,1691.13,,0.32%
05/04/2020,1701.69,1697.26,1712.00,1690.96,,0.08%
05/01/2020,1700.41,1685.24,1706.21,1669.82,,0.91%
04/30/2020,1685.05,1715.22,1726.14,1684.16,,-1.60%
04/29/2020,1712.38,1708.72,1717.52,1697.72,,0.22%
04/28/2020,1708.63,1716.19,1716.19,1691.80,,-0.40%
04/27/2020,1715.57,1724.86,1727.82,1705.82,,-0.80%
04/24/2020,1729.43,1733.32,1737.89,1710.63,,-0.12%
04/23/2020,1731.59,1713.00,1738.84,1704.05,,0.98%
04/22/2020,1714.82,1686.47,1719.66,1680.05,,1.65%
04/21/2020,1687.02,1694.22,1698.48,1660.99,,-0.42%
04/20/2020,1694.12,1691.44,1703.02,1671.74,,0.56%
04/17/2020,1684.69,1713.49,1718.69,1678.52,,-1.96%
04/16/2020,1718.40,1716.29,1738.74,1706.92,,0.10%
04/15/2020,1716.60,1729.43,1731.43,1706.99,,-0.76%
04/14/2020,1729.70,1714.09,1748.50,1709.10,,0.90%
04/13/2020,1714.32,1682.25,1722.36,1672.95,,1.45%
04/10/2020,1689.90,1675.00,1696.50,1675.00,,0.35%
04/09/2020,1684.07,1644.28,1690.29,1642.34,,2.28%
04/08/2020,1646.52,1645.94,1657.06,1641.15,,-0.15%
04/07/2020,1648.95,1662.38,1671.88,1641.06,,-0.84%
04/06/2020,1663.00,1596.80,1669.76,1596.80,,2.75%
04/03/2020,1618.45,1609.99,1627.04,1607.00,,0.29%
04/02/2020,1613.79,1590.75,1621.27,1576.43,,1.17%
04/01/2020,1595.05,1569.45,1604.12,1568.91,,1.51%
03/31/2020,1571.31,1612.25,1623.52,1562.25,,-3.20%
03/30/2020,1623.30,1617.38,1635.59,1607.63,,-0.01%
03/27/2020,1623.50,1634.99,1640.76,1614.75,,-0.54%
03/26/2020,1632.38,1620.16,1645.80,1595.81,,1.15%
03/25/2020,1613.79,1618.79,1636.29,1584.18,,-0.51%
03/24/2020,1622.03,1565.36,1644.35,1564.77,,4.39%
03/23/2020,1553.81,1508.25,1561.76,1485.40,,3.71%
03/20/2020,1498.24,1470.39,1516.43,1460.49,,1.85%
03/19/2020,1471.00,1486.10,1501.61,1464.75,,-1.03%
03/18/2020,1486.30,1527.30,1546.05,1472.60,,-2.77%
03/17/2020,1528.58,1512.05,1553.11,1465.60,,0.92%
03/16/2020,1514.61,1550.59,1573.49,1451.68,,-0.99%
03/13/2020,1529.70,1576.83,1597.72,1506.73,,-3.00%
03/12/2020,1577.09,1634.69,1650.13,1560.96,,-3.54%
03/11/2020,1635.03,1649.69,1670.97,1632.90,,-0.87%
03/10/2020,1649.36,1678.90,1680.36,1642.11,,-1.84%
03/09/2020,1680.20,1694.60,1703.16,1657.96,,0.36%
03/06/2020,1674.23,1670.66,1692.11,1647.98,,0.22%
03/05/2020,1670.61,1635.83,1674.66,1634.92,,2.13%
03/04/2020,1635.83,1639.85,1651.68,1631.99,,-0.24%
03/03/2020,1639.77,1590.78,1649.50,1587.79,,3.08%
03/02/2020,1590.73,1590.99,1610.78,1579.54,,0.35%
02/28/2020,1585.12,1642.14,1649.49,1565.86,,-3.48%
02/27/2020,1642.35,1640.56,1660.44,1635.66,,0.15%
02/26/2020,1639.96,1635.46,1655.07,1625.72,,0.28%
02/25/2020,1635.38,1660.72,1660.85,1629.01,,-1.53%
02/24/2020,1660.72,1658.96,1688.96,1652.30,,1.04%
02/21/2020,1643.70,1619.79,1649.14,1618.99,,1.48%
02/20/2020,1619.70,1611.71,1623.74,1603.89,,0.50%
02/19/2020,1611.64,1601.80,1612.91,1599.49,,0.61%
02/18/2020,1601.91,1583.31,1605.35,1582.96,,1.32%
02/17/2020,1581.10,1584.75,1584.86,1578.40,,-0.23%
02/14/2020,1584.70,1576.29,1585.04,1573.15,,0.53%
02/13/2020,1576.39,1565.62,1578.11,1565.43,,0.69%
02/12/2020,1565.63,1567.73,1570.48,1561.46,,-0.13%
02/11/2020,1567.72,1572.01,1573.96,1562.18,,-0.29%
02/10/2020,1572.30,1569.94,1577.16,1568.01,,0.13%
02/07/2020,1570.29,1566.96,1574.05,1562.38,,0.22%
02/06/2020,1566.85,1556.88,1568.29,1552.24,,0.65%
02/05/2020,1556.70,1552.57,1562.31,1547.20,,0.27%
02/04/2020,1552.55,1576.30,1579.54,1548.99,,-1.52%
02/03/2020,1576.45,1589.85,1591.86,1571.26,,-0.86%
01/31/2020,1590.20,1574.27,1590.20,1570.84,,1.02%
01/30/2020,1574.22,1576.98,1585.97,1572.49,,-0.18%
01/29/2020,1577.12,1566.21,1577.96,1563.10,,0.69%
01/28/2020,1566.24,1582.05,1583.17,1565.64,,-0.99%
01/27/2020,1581.95,1579.99,1586.72,1575.59,,0.72%
01/24/2020,1570.65,1563.29,1575.76,1556.16,,0.47%
01/23/2020,1563.33,1558.93,1567.94,1551.29,,0.28%
01/22/2020,1558.91,1558.03,1559.35,1549.81,,0.06%
01/21/2020,1558.02,1560.85,1568.65,1546.25,,-0.23%
01/20/2020,1561.58,1558.56,1562.81,1556.35,,0.32%
01/17/2020,1556.61,1552.90,1561.30,1549.26,,0.25%
01/16/2020,1552.79,1556.17,1558.14,1547.85,,-0.22%
01/15/2020,1556.19,1546.26,1558.23,1546.01,,0.64%
01/14/2020,1546.37,1548.31,1548.80,1535.88,,-0.12%
01/13/2020,1548.30,1562.29,1562.30,1546.52,,-0.89%
01/10/2020,1562.28,1552.26,1563.19,1545.32,,0.64%
01/09/2020,1552.37,1555.76,1561.33,1539.88,,-0.22%
01/08/2020,1555.81,1573.99,1611.00,1551.97,,-1.16%
01/07/2020,1573.99,1565.93,1577.38,1555.10,,0.51%
01/06/2020,1565.96,1560.59,1582.69,1560.59,,0.92%
01/03/2020,1551.65,1529.11,1553.45,1527.95,,1.49%
01/02/2020,1528.94,1517.13,1531.30,1517.09,,0.77%
01/01/2020,1517.30,1517.26,1517.48,1517.20,,-0.01%
12/31/2019,1517.39,1515.51,1525.59,1514.79,,0.14%
12/30/2019,1515.22,1511.49,1516.30,1509.96,,0.30%
12/27/2019,1510.67,1511.55,1515.34,1506.73,,-0.06%
12/26/2019,1511.55,1499.41,1512.55,1497.45,,0.80%
12/25/2019,1499.55,1499.55,1499.55,1499.55,,0.00%
12/24/2019,1499.56,1486.07,1501.08,1484.96,,0.95%
12/23/2019,1485.52,1478.20,1486.16,1477.50,,0.50%
12/20/2019,1478.20,1479.29,1481.06,1475.50,,-0.06%
12/19/2019,1479.15,1475.29,1481.90,1472.60,,0.25%
12/18/2019,1475.44,1476.45,1479.39,1470.10,,-0.07%
12/17/2019,1476.45,1476.25,1480.61,1474.06,,0.01%
12/16/2019,1476.25,1475.45,1479.86,1472.80,,0.03%
12/13/2019,1475.81,1469.62,1478.00,1462.41,,0.43%
12/12/2019,1469.43,1474.85,1486.90,1464.45,,-0.37%
12/11/2019,1474.85,1464.04,1478.90,1462.14,,0.73%
12/10/2019,1464.21,1462.08,1469.24,1459.55,,0.15%
12/09/2019,1461.99,1459.19,1465.50,1458.55,,0.15%
12/06/2019,1459.76,1475.85,1477.15,1458.42,,-1.08%
12/05/2019,1475.70,1474.06,1480.50,1472.60,,0.09%
12/04/2019,1474.35,1477.21,1484.25,1471.21,,-0.20%
12/03/2019,1477.34,1462.50,1481.90,1458.87,,1.02%
12/02/2019,1462.44,1466.73,1466.73,1453.70,,-0.16%
11/29/2019,1464.80,1456.70,1467.21,1453.38,,0.44%
11/28/2019,1458.34,1456.85,1458.45,1454.19,,0.27%
11/27/2019,1454.35,1461.35,1461.82,1452.20,,-0.50%
11/26/2019,1461.60,1455.28,1463.06,1450.70,,0.46%
11/25/2019,1454.97,1462.14,1462.14,1453.50,,-0.50%
11/22/2019,1462.29,1464.40,1473.15,1461.00,,-0.14%
11/21/2019,1464.40,1471.40,1475.85,1462.43,,-0.47%
11/20/2019,1471.25,1472.39,1478.90,1465.66,,-0.08%
11/19/2019,1472.38,1470.85,1475.50,1464.30,,0.10%
11/18/2019,1470.85,1467.51,1474.10,1455.97,,0.24%
11/15/2019,1467.37,1471.20,1471.43,1462.05,,-0.26%
11/14/2019,1471.20,1463.18,1474.48,1460.76,,0.55%
11/13/2019,1463.19,1457.19,1467.14,1455.90,,0.41%
11/12/2019,1457.19,1455.79,1460.32,1445.43,,0.09%
11/11/2019,1455.90,1458.96,1466.59,1448.14,,-0.19%
11/08/2019,1458.66,1468.01,1473.25,1456.05,,-0.64%
11/07/2019,1468.07,1490.29,1492.32,1461.00,,-1.50%
11/06/2019,1490.46,1484.10,1494.30,1482.21,,0.43%
11/05/2019,1484.10,1509.64,1509.90,1479.35,,-1.69%
11/04/2019,1509.63,1513.80,1514.93,1504.46,,-0.29%
11/01/2019,1513.95,1513.53,1515.81,1503.30,,0.04%
10/31/2019,1513.36,1496.39,1514.39,1493.64,,1.20%
10/30/2019,1495.40,1487.60,1496.80,1481.02,,0.52%
10/29/2019,1487.60,1492.64,1495.00,1483.71,,-0.34%
10/28/2019,1492.69,1504.21,1508.36,1489.65,,-0.80%
10/25/2019,1504.73,1504.75,1518.10,1500.55,,0.07%
10/24/2019,1503.65,1492.30,1504.21,1488.02,,0.77%
10/23/2019,1492.10,1488.20,1496.24,1487.49,,0.27%
10/22/2019,1488.05,1484.66,1489.17,1480.84,,0.24%
10/21/2019,1484.50,1492.02,1495.31,1481.75,,-0.38%
10/18/2019,1490.10,1492.32,1494.33,1484.80,,-0.12%
10/17/2019,1491.89,1490.40,1497.43,1483.35,,0.14%
